Dataset,Model,Radius,Bits,Tokenizer,Sketch,Mode,Accuracy,MCC
schneider50k_balanced,xgb,3,2048,path,parity,union,0.8505790250368925,0.8476061680576187
Syntemp_cluster_0,xgb,3,2048,path,parity,union,0.7933256616800921,0.78063386784743
Syntemp_cluster_1,xgb,3,2048,path,parity,union,0.6950517836593786,0.6880934858034968
Syntemp_cluster_2,xgb,3,2048,path,minhash,delta,0.5636656688924706,0.4166298141057508
USPTO_50k_balanced,xgb,3,2048,path,minhash,delta,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,path,minhash,delta,0.849175,0.8461442194840114
USPTO_50k_unbalanced,xgb,3,2048,path,minhash,delta,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,path,minhash,delta,0.8355718966509091,0.8323025364345896
Syntemp_cluster_0,xgb,3,2048,path,minhash,delta,0.8317606444188723,0.8213788974318318
Syntemp_cluster_1,xgb,3,2048,path,minhash,delta,0.7712313003452244,0.7675193849688416
Syntemp_cluster_2,xgb,3,2048,path,minhash,union,0.5104766290582546,0.30881529482557346
USPTO_50k_balanced,xgb,3,2048,path,minhash,union,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,path,minhash,union,0.6976,0.6914986117014589
USPTO_50k_unbalanced,xgb,3,2048,path,minhash,union,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,path,minhash,union,0.7204672219304169,0.7148212002801674
Syntemp_cluster_0,xgb,3,2048,path,minhash,union,0.6706559263521289,0.6500297924155983
Syntemp_cluster_1,xgb,3,2048,path,minhash,union,0.5942462600690449,0.5851921993570549
Syntemp_cluster_2,xgb,3,2048,path,cw,delta,0.44554455445544555,0.13558603919664397
USPTO_50k_balanced,xgb,3,2048,path,cw,delta,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,path,cw,delta,0.18985,0.1739559984736875
USPTO_50k_unbalanced,xgb,3,2048,path,cw,delta,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,path,cw,delta,0.29171356394287284,0.27776041856272776
Syntemp_cluster_0,xgb,3,2048,path,cw,delta,0.286536248561565,0.20040738482259188
Syntemp_cluster_1,xgb,3,2048,path,cw,delta,0.26927502876869963,0.24052577408596518
Syntemp_cluster_2,xgb,3,2048,path,cw,union,0.4305779415150817,0.0
USPTO_50k_balanced,xgb,3,2048,path,cw,union,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,path,cw,union,0.042725,0.023240024038657704
USPTO_50k_unbalanced,xgb,3,2048,path,cw,union,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,path,cw,union,0.04857307220929942,0.029263510907676385
Syntemp_cluster_0,xgb,3,2048,path,cw,union,0.17261219792865362,0.004449650823754251
Syntemp_cluster_1,xgb,3,2048,path,cw,union,0.09666283084004602,0.030593776727815696
Syntemp_cluster_2,xgb,3,2048,morgan,parity,delta,0.538567810269399,0.36416836072237185
USPTO_50k_balanced,xgb,3,2048,morgan,parity,delta,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,morgan,parity,delta,0.8967,0.8946360658279403
USPTO_50k_unbalanced,xgb,3,2048,morgan,parity,delta,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,morgan,parity,delta,0.8910982716790475,0.8890535465186331
Syntemp_cluster_0,xgb,3,2048,morgan,parity,delta,0.8982738780207135,0.8913277133213428
Syntemp_cluster_1,xgb,3,2048,morgan,parity,delta,0.768469505178366,0.7637204360837867
Syntemp_cluster_2,xgb,3,2048,morgan,parity,union,0.5323509095095557,0.3504788782902651
USPTO_50k_balanced,xgb,3,2048,morgan,parity,union,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,morgan,parity,union,0.814225,0.8104934604220425
USPTO_50k_unbalanced,xgb,3,2048,morgan,parity,union,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,morgan,parity,union,0.8334208749155849,0.8300755221837461
Syntemp_cluster_0,xgb,3,2048,morgan,parity,union,0.8317606444188723,0.8208241402348094
Syntemp_cluster_1,xgb,3,2048,morgan,parity,union,0.6869965477560415,0.6801931580909972
Syntemp_cluster_2,xgb,3,2048,morgan,minhash,delta,0.5256734975823164,0.34369697815203826
USPTO_50k_balanced,xgb,3,2048,morgan,minhash,delta,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,morgan,minhash,delta,0.784025,0.7796685078990799
USPTO_50k_unbalanced,xgb,3,2048,morgan,minhash,delta,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,morgan,minhash,delta,0.7971036242215053,0.7930328443803438
Syntemp_cluster_0,xgb,3,2048,morgan,minhash,delta,0.8372842347525892,0.8264520574146192
Syntemp_cluster_1,xgb,3,2048,morgan,minhash,delta,0.6957422324510932,0.6892411195129161
Syntemp_cluster_2,xgb,3,2048,morgan,minhash,union,0.5012664057103384,0.28828477345322046
USPTO_50k_balanced,xgb,3,2048,morgan,minhash,union,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,morgan,minhash,union,0.658425,0.6515407049076436
USPTO_50k_unbalanced,xgb,3,2048,morgan,minhash,union,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,morgan,minhash,union,0.7139641329631575,0.7081778474694901
Syntemp_cluster_0,xgb,3,2048,morgan,minhash,union,0.7001150747986191,0.6822873771555799
Syntemp_cluster_1,xgb,3,2048,morgan,minhash,union,0.5774453394706559,0.5676489781612023
Syntemp_cluster_2,xgb,3,2048,morgan,cw,delta,0.4305779415150817,0.0
USPTO_50k_balanced,xgb,3,2048,morgan,cw,delta,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,morgan,cw,delta,0.0946,0.07627876256837014
USPTO_50k_unbalanced,xgb,3,2048,morgan,cw,delta,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,morgan,cw,delta,0.16918036067131886,0.15273336802708062
Syntemp_cluster_0,xgb,3,2048,morgan,cw,delta,0.20184119677790563,0.07280940751756954
Syntemp_cluster_1,xgb,3,2048,morgan,cw,delta,0.16892980437284236,0.12737961796413594
Syntemp_cluster_2,xgb,3,2048,morgan,cw,union,0.4305779415150817,0.0
USPTO_50k_balanced,xgb,3,2048,morgan,cw,union,0.3039117352056169,0.0
schneider50k_unbalanced,xgb,3,2048,morgan,cw,union,0.04835,0.02901137612922095
USPTO_50k_unbalanced,xgb,3,2048,morgan,cw,union,0.30287884846061575,0.0
schneider50k_balanced,xgb,3,2048,morgan,cw,union,0.049673594957604865,0.030382453824881406
Syntemp_cluster_0,xgb,3,2048,morgan,cw,union,0.17399309551208286,0.011671598288602435
Syntemp_cluster_1,xgb,3,2048,morgan,cw,union,0.09666283084004602,0.030473806145865125
